Country_Code	Invader_Species	Role	Email
albania	aliens	defense_role	capatain.america
albania	aliens	healing_role	capatain.america
albania	predators	attack_role	iron.man
albania	predators	attack_role	thor
albania	predators	attack_role	wasp
albania	predators	defense_role	wasp
albania	predators	healing_role	wasp
albania	predators	attack_role	ant.man
albania	predators	defense_role	ant.man
albania	predators	healing_role	batman@dc-world.com
albania	predators	attack_role	hulk
albania	predators	defense_role	hulk
albania	predators	healing_role	hulk
albania	predators	attack_role	capatain.america
albania	predators	defense_role	capatain.america
albania	predators	healing_role	capatain.america
albania	predators	attack_role	capatain.america
albania	predators	defense_role	capatain.america
albania	predators	healing_role	capatain.america
albania	predators	attack_role	capatain.america
albania	predators	defense_role	capatain.america
albania	predators	healing_role	capatain.america
albania	predators	attack_role	hawkeye
albania	predators	defense_role	hawkeye
albania	predators	healing_role	hawkeye
albania	predators	attack_role	hawkeye
albania	predators	defense_role	hawkeye
albania	predators	healing_role	hawkeye
albania	predators	attack_role	capatain.america
albania	predators	defense_role	capatain.america
albania	predators	healing_role	capatain.america
albania	predators	attack_role	capatain.america
albania	predators	defense_role	capatain.america
albania	predators	healing_role	capatain.america
albania	dd_monsters	attack_role	iron.man
albania	dd_monsters	attack_role	thor
albania	dd_monsters	attack_role	wasp
albania	dd_monsters	defense_role	wasp
albania	dd_monsters	healing_role	wasp
albania	dd_monsters	attack_role	ant.man
albania	dd_monsters	defense_role	ant.man
albania	dd_monsters	healing_role	batman@dc-world.com
albania	dd_monsters	attack_role	hulk
albania	dd_monsters	defense_role	hulk
albania	dd_monsters	healing_role	hulk
albania	dd_monsters	attack_role	capatain.america
albania	dd_monsters	defense_role	capatain.america
albania	dd_monsters	healing_role	capatain.america
albania	dd_monsters	attack_role	capatain.america
albania	dd_monsters	defense_role	capatain.america
albania	dd_monsters	healing_role	capatain.america
albania	dd_monsters	attack_role	capatain.america
albania	dd_monsters	defense_role	capatain.america
albania	dd_monsters	healing_role	capatain.america
albania	dd_monsters	attack_role	hawkeye
albania	dd_monsters	defense_role	hawkeye
albania	dd_monsters	healing_role	hawkeye
albania	dd_monsters	attack_role	hawkeye
albania	dd_monsters	defense_role	hawkeye
albania	dd_monsters	healing_role	hawkeye
albania	dd_monsters	attack_role	capatain.america
albania	dd_monsters	defense_role	capatain.america
albania	dd_monsters	healing_role	capatain.america
albania	dd_monsters	attack_role	capatain.america
albania	dd_monsters	defense_role	capatain.america
albania	dd_monsters	healing_role	capatain.america
algeria	aliens	attack_role	iron.man
algeria	aliens	attack_role	thor
algeria	aliens	attack_role	wasp
algeria	aliens	defense_role	wasp
algeria	aliens	healing_role	wasp
algeria	aliens	attack_role	ant.man
algeria	aliens	defense_role	ant.man
algeria	aliens	healing_role	batman@dc-world.com
algeria	aliens	attack_role	hulk
algeria	aliens	defense_role	hulk
algeria	aliens	healing_role	hulk
algeria	aliens	attack_role	capatain.america
algeria	aliens	defense_role	capatain.america
algeria	aliens	healing_role	capatain.america
algeria	aliens	attack_role	capatain.america
algeria	aliens	defense_role	capatain.america
algeria	aliens	healing_role	capatain.america
algeria	aliens	attack_role	capatain.america
algeria	aliens	defense_role	capatain.america
algeria	aliens	healing_role	capatain.america
algeria	aliens	attack_role	hawkeye
algeria	aliens	defense_role	hawkeye
algeria	aliens	healing_role	hawkeye
algeria	aliens	attack_role	hawkeye
algeria	aliens	defense_role	hawkeye
algeria	aliens	healing_role	hawkeye
algeria	aliens	attack_role	capatain.america
algeria	aliens	defense_role	capatain.america
algeria	aliens	healing_role	capatain.america
algeria	aliens	attack_role	capatain.america
algeria	aliens	defense_role	capatain.america
algeria	aliens	healing_role	capatain.america
algeria	predators	attack_role	iron.man
algeria	predators	attack_role	thor
algeria	predators	attack_role	wasp
algeria	predators	defense_role	wasp
algeria	predators	healing_role	wasp
algeria	predators	attack_role	ant.man
algeria	predators	defense_role	ant.man
algeria	predators	healing_role	batman@dc-world.com
algeria	predators	attack_role	hulk
algeria	predators	defense_role	hulk
algeria	predators	healing_role	hulk
algeria	predators	attack_role	capatain.america
algeria	predators	defense_role	capatain.america
algeria	predators	healing_role	capatain.america
algeria	predators	attack_role	capatain.america
algeria	predators	defense_role	capatain.america
algeria	predators	healing_role	capatain.america
algeria	predators	attack_role	capatain.america
algeria	predators	defense_role	capatain.america
algeria	predators	healing_role	capatain.america
algeria	predators	attack_role	hawkeye
algeria	predators	defense_role	hawkeye
algeria	predators	healing_role	hawkeye
algeria	predators	attack_role	hawkeye
algeria	predators	defense_role	hawkeye
algeria	predators	healing_role	hawkeye
algeria	predators	attack_role	capatain.america
algeria	predators	defense_role	capatain.america
algeria	predators	healing_role	capatain.america
algeria	predators	attack_role	capatain.america
algeria	predators	defense_role	capatain.america
algeria	predators	healing_role	capatain.america
algeria	dd_monsters	attack_role	hercules
algeria	dd_monsters	defense_role	hercules
algeria	dd_monsters	healing_role	agent.venom
algeria	dd_monsters	attack_role	ant.man
algeria	dd_monsters	defense_role	ant.man
algeria	dd_monsters	healing_role	batman@dc-world.com
algeria	dd_monsters	attack_role	hulk
algeria	dd_monsters	defense_role	hulk
algeria	dd_monsters	healing_role	hulk
algeria	dd_monsters	attack_role	hercules
algeria	dd_monsters	defense_role	hercules
algeria	dd_monsters	healing_role	havok
algeria	dd_monsters	attack_role	hercules
algeria	dd_monsters	defense_role	hercules
algeria	dd_monsters	healing_role	sunspot
algeria	dd_monsters	attack_role	hercules
algeria	dd_monsters	defense_role	hercules
algeria	dd_monsters	healing_role	smasher
algeria	dd_monsters	attack_role	hawkeye
algeria	dd_monsters	defense_role	hawkeye
algeria	dd_monsters	healing_role	hawkeye
algeria	dd_monsters	attack_role	hawkeye
algeria	dd_monsters	defense_role	hawkeye
algeria	dd_monsters	healing_role	hawkeye
algeria	dd_monsters	attack_role	hercules
algeria	dd_monsters	defense_role	hercules
algeria	dd_monsters	healing_role	rogue
algeria	dd_monsters	attack_role	hercules
algeria	dd_monsters	defense_role	hercules
algeria	dd_monsters	healing_role	abyss
andorra	aliens	attack_role	iron.man
andorra	aliens	attack_role	thor
andorra	aliens	attack_role	wasp
andorra	aliens	defense_role	wasp
andorra	aliens	healing_role	wasp
andorra	aliens	attack_role	ant.man
andorra	aliens	defense_role	ant.man
andorra	aliens	healing_role	batman@dc-world.com
andorra	aliens	attack_role	hulk
andorra	aliens	defense_role	hulk
andorra	aliens	healing_role	hulk
andorra	aliens	attack_role	capatain.america
andorra	aliens	defense_role	capatain.america
andorra	aliens	healing_role	capatain.america
andorra	aliens	attack_role	capatain.america
andorra	aliens	defense_role	capatain.america
andorra	aliens	healing_role	capatain.america
andorra	aliens	attack_role	capatain.america
andorra	aliens	defense_role	capatain.america
andorra	aliens	healing_role	capatain.america
andorra	aliens	attack_role	hawkeye
andorra	aliens	defense_role	hawkeye
andorra	aliens	healing_role	hawkeye
andorra	aliens	attack_role	hawkeye
andorra	aliens	defense_role	hawkeye
andorra	aliens	healing_role	hawkeye
andorra	aliens	attack_role	capatain.america
andorra	aliens	defense_role	capatain.america
andorra	aliens	healing_role	capatain.america
andorra	aliens	attack_role	capatain.america
andorra	aliens	defense_role	capatain.america
andorra	aliens	healing_role	capatain.america
andorra	predators	attack_role	iron.man
andorra	predators	attack_role	thor
andorra	predators	attack_role	wasp
andorra	predators	defense_role	wasp
andorra	predators	healing_role	wasp
andorra	predators	attack_role	ant.man
andorra	predators	defense_role	ant.man
andorra	predators	healing_role	batman@dc-world.com
andorra	predators	attack_role	hulk
andorra	predators	defense_role	hulk
andorra	predators	healing_role	hulk
andorra	predators	attack_role	capatain.america
andorra	predators	defense_role	capatain.america
andorra	predators	healing_role	capatain.america
andorra	predators	attack_role	capatain.america
andorra	predators	defense_role	capatain.america
andorra	predators	healing_role	capatain.america
andorra	predators	attack_role	capatain.america
andorra	predators	defense_role	capatain.america
andorra	predators	healing_role	capatain.america
andorra	predators	attack_role	hawkeye
andorra	predators	defense_role	hawkeye
andorra	predators	healing_role	hawkeye
andorra	predators	attack_role	hawkeye
andorra	predators	defense_role	hawkeye
andorra	predators	healing_role	hawkeye
andorra	predators	attack_role	capatain.america
andorra	predators	defense_role	capatain.america
andorra	predators	healing_role	capatain.america
andorra	predators	attack_role	capatain.america
andorra	predators	defense_role	capatain.america
andorra	predators	healing_role	capatain.america
andorra	dd_monsters	attack_role	iron.man
andorra	dd_monsters	attack_role	thor
andorra	dd_monsters	attack_role	wasp
andorra	dd_monsters	defense_role	wasp
andorra	dd_monsters	healing_role	wasp
andorra	dd_monsters	attack_role	ant.man
andorra	dd_monsters	defense_role	ant.man
andorra	dd_monsters	healing_role	batman@dc-world.com
andorra	dd_monsters	attack_role	hulk
andorra	dd_monsters	defense_role	hulk
andorra	dd_monsters	healing_role	hulk
andorra	dd_monsters	attack_role	capatain.america
andorra	dd_monsters	defense_role	capatain.america
andorra	dd_monsters	healing_role	capatain.america
andorra	dd_monsters	attack_role	capatain.america
andorra	dd_monsters	defense_role	capatain.america
andorra	dd_monsters	healing_role	capatain.america
andorra	dd_monsters	attack_role	capatain.america
andorra	dd_monsters	defense_role	capatain.america
andorra	dd_monsters	healing_role	capatain.america
andorra	dd_monsters	attack_role	hawkeye
andorra	dd_monsters	defense_role	hawkeye
andorra	dd_monsters	healing_role	hawkeye
andorra	dd_monsters	attack_role	hawkeye
andorra	dd_monsters	defense_role	hawkeye
andorra	dd_monsters	healing_role	hawkeye
andorra	dd_monsters	attack_role	capatain.america
andorra	dd_monsters	defense_role	capatain.america
andorra	dd_monsters	healing_role	capatain.america
andorra	dd_monsters	attack_role	capatain.america
andorra	dd_monsters	defense_role	capatain.america
andorra	dd_monsters	healing_role	capatain.america
angola	aliens	attack_role	iron.man
angola	aliens	attack_role	thor
angola	aliens	attack_role	wasp
angola	aliens	defense_role	wasp
angola	aliens	healing_role	wasp
angola	aliens	attack_role	ant.man
angola	aliens	defense_role	ant.man
angola	aliens	healing_role	batman@dc-world.com
angola	aliens	attack_role	hulk
angola	aliens	defense_role	hulk
angola	aliens	healing_role	hulk
angola	aliens	attack_role	capatain.america
angola	aliens	defense_role	capatain.america
angola	aliens	healing_role	capatain.america
angola	aliens	attack_role	capatain.america
angola	aliens	defense_role	capatain.america
angola	aliens	healing_role	capatain.america
angola	aliens	attack_role	capatain.america
angola	aliens	defense_role	capatain.america
angola	aliens	healing_role	capatain.america
angola	aliens	attack_role	hawkeye
angola	aliens	defense_role	hawkeye
angola	aliens	healing_role	hawkeye
angola	aliens	attack_role	hawkeye
angola	aliens	defense_role	hawkeye
angola	aliens	healing_role	hawkeye
angola	aliens	attack_role	capatain.america
angola	aliens	defense_role	capatain.america
angola	aliens	healing_role	capatain.america
angola	aliens	attack_role	capatain.america
angola	aliens	defense_role	capatain.america
angola	aliens	healing_role	capatain.america
angola	predators	attack_role	iron.man
angola	predators	attack_role	thor
angola	predators	attack_role	wasp
angola	predators	defense_role	wasp
angola	predators	healing_role	wasp
angola	predators	attack_role	ant.man
angola	predators	defense_role	ant.man
angola	predators	healing_role	batman@dc-world.com
angola	predators	attack_role	hulk
angola	predators	defense_role	hulk
angola	predators	healing_role	hulk
angola	predators	attack_role	capatain.america
angola	predators	defense_role	capatain.america
angola	predators	healing_role	capatain.america
angola	predators	attack_role	capatain.america
angola	predators	defense_role	capatain.america
angola	predators	healing_role	capatain.america
angola	predators	attack_role	capatain.america
angola	predators	defense_role	capatain.america
angola	predators	healing_role	capatain.america
angola	predators	attack_role	hawkeye
angola	predators	defense_role	hawkeye
angola	predators	healing_role	hawkeye
angola	predators	attack_role	hawkeye
angola	predators	defense_role	hawkeye
angola	predators	healing_role	hawkeye
angola	predators	attack_role	capatain.america
angola	predators	defense_role	capatain.america
angola	predators	healing_role	capatain.america
angola	predators	attack_role	capatain.america
angola	predators	defense_role	capatain.america
angola	predators	healing_role	capatain.america
angola	dd_monsters	attack_role	hercules
angola	dd_monsters	defense_role	hercules
angola	dd_monsters	healing_role	agent.venom
angola	dd_monsters	attack_role	ant.man
angola	dd_monsters	defense_role	ant.man
angola	dd_monsters	healing_role	batman@dc-world.com
angola	dd_monsters	attack_role	hulk
angola	dd_monsters	defense_role	hulk
angola	dd_monsters	healing_role	hulk
angola	dd_monsters	attack_role	hercules
angola	dd_monsters	defense_role	hercules
angola	dd_monsters	healing_role	havok
angola	dd_monsters	attack_role	hercules
angola	dd_monsters	defense_role	hercules
angola	dd_monsters	healing_role	sunspot
angola	dd_monsters	attack_role	hercules
angola	dd_monsters	defense_role	hercules
angola	dd_monsters	healing_role	smasher
angola	dd_monsters	attack_role	hawkeye
angola	dd_monsters	defense_role	hawkeye
angola	dd_monsters	healing_role	hawkeye
angola	dd_monsters	attack_role	hawkeye
angola	dd_monsters	defense_role	hawkeye
angola	dd_monsters	healing_role	hawkeye
angola	dd_monsters	attack_role	hercules
angola	dd_monsters	defense_role	hercules
angola	dd_monsters	healing_role	rogue
angola	dd_monsters	attack_role	hercules
angola	dd_monsters	defense_role	hercules
angola	dd_monsters	healing_role	abyss
argentina	aliens	attack_role	nova
argentina	aliens	attack_role	nova
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	agent.venom
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	batman@dc-world.com
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	hulk
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	havok
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	sunspot
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	smasher
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	hawkeye
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	hawkeye
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	rogue
argentina	aliens	attack_role	nova
argentina	aliens	defense_role	nova
argentina	aliens	healing_role	abyss
argentina	predators	attack_role	nova
argentina	predators	attack_role	nova
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	agent.venom
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	batman@dc-world.com
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	hulk
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	havok
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	sunspot
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	smasher
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	hawkeye
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	hawkeye
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	rogue
argentina	predators	attack_role	nova
argentina	predators	defense_role	nova
argentina	predators	healing_role	abyss
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	agent.venom
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	batman@dc-world.com
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	hulk
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	havok
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	sunspot
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	smasher
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	hawkeye
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	hawkeye
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	rogue
argentina	dd_monsters	attack_role	nova
argentina	dd_monsters	defense_role	nova
argentina	dd_monsters	healing_role	abyss
australia	aliens	attack_role	iron.man
australia	aliens	attack_role	thor
australia	aliens	attack_role	wasp
australia	aliens	defense_role	wasp
australia	aliens	healing_role	wasp
australia	aliens	attack_role	ant.man
australia	aliens	defense_role	ant.man
australia	aliens	healing_role	batman@dc-world.com
australia	aliens	attack_role	hulk
australia	aliens	defense_role	hulk
australia	aliens	healing_role	hulk
australia	aliens	attack_role	capatain.america
australia	aliens	defense_role	capatain.america
australia	aliens	healing_role	capatain.america
australia	aliens	attack_role	capatain.america
australia	aliens	defense_role	capatain.america
australia	aliens	healing_role	capatain.america
australia	aliens	attack_role	capatain.america
australia	aliens	defense_role	capatain.america
australia	aliens	healing_role	capatain.america
australia	aliens	attack_role	hawkeye
australia	aliens	defense_role	hawkeye
australia	aliens	healing_role	hawkeye
australia	aliens	attack_role	hawkeye
australia	aliens	defense_role	hawkeye
australia	aliens	healing_role	hawkeye
australia	aliens	attack_role	capatain.america
australia	aliens	defense_role	capatain.america
australia	aliens	healing_role	capatain.america
australia	aliens	attack_role	capatain.america
australia	aliens	defense_role	capatain.america
australia	aliens	healing_role	capatain.america
australia	predators	attack_role	iron.man
australia	predators	attack_role	thor
australia	predators	attack_role	wasp
australia	predators	defense_role	wasp
australia	predators	healing_role	wasp
australia	predators	attack_role	ant.man
australia	predators	defense_role	ant.man
australia	predators	healing_role	batman@dc-world.com
australia	predators	attack_role	hulk
australia	predators	defense_role	hulk
australia	predators	healing_role	hulk
australia	predators	attack_role	capatain.america
australia	predators	defense_role	capatain.america
australia	predators	healing_role	capatain.america
australia	predators	attack_role	capatain.america
australia	predators	defense_role	capatain.america
australia	predators	healing_role	capatain.america
australia	predators	attack_role	capatain.america
australia	predators	defense_role	capatain.america
australia	predators	healing_role	capatain.america
australia	predators	attack_role	hawkeye
australia	predators	defense_role	hawkeye
australia	predators	healing_role	hawkeye
australia	predators	attack_role	hawkeye
australia	predators	defense_role	hawkeye
australia	predators	healing_role	hawkeye
australia	predators	attack_role	capatain.america
australia	predators	defense_role	capatain.america
australia	predators	healing_role	capatain.america
australia	predators	attack_role	capatain.america
australia	predators	defense_role	capatain.america
australia	predators	healing_role	capatain.america
australia	dd_monsters	attack_role	hercules
australia	dd_monsters	defense_role	hercules
australia	dd_monsters	healing_role	agent.venom
australia	dd_monsters	attack_role	ant.man
australia	dd_monsters	defense_role	ant.man
australia	dd_monsters	healing_role	batman@dc-world.com
australia	dd_monsters	attack_role	hulk
australia	dd_monsters	defense_role	hulk
australia	dd_monsters	healing_role	hulk
australia	dd_monsters	attack_role	hercules
australia	dd_monsters	defense_role	hercules
australia	dd_monsters	healing_role	havok
australia	dd_monsters	attack_role	hercules
australia	dd_monsters	defense_role	hercules
australia	dd_monsters	healing_role	sunspot
australia	dd_monsters	attack_role	hercules
australia	dd_monsters	defense_role	hercules
australia	dd_monsters	healing_role	smasher
australia	dd_monsters	attack_role	hawkeye
australia	dd_monsters	defense_role	hawkeye
australia	dd_monsters	healing_role	hawkeye
australia	dd_monsters	attack_role	hawkeye
australia	dd_monsters	defense_role	hawkeye
australia	dd_monsters	healing_role	hawkeye
australia	dd_monsters	attack_role	hercules
australia	dd_monsters	defense_role	hercules
australia	dd_monsters	healing_role	rogue
australia	dd_monsters	attack_role	hercules
australia	dd_monsters	defense_role	hercules
australia	dd_monsters	healing_role	abyss
austria	aliens	attack_role	iron.man
austria	aliens	attack_role	thor
austria	aliens	attack_role	wasp
austria	aliens	defense_role	wasp
austria	aliens	healing_role	wasp
austria	aliens	attack_role	ant.man
austria	aliens	defense_role	ant.man
austria	aliens	healing_role	batman@dc-world.com
austria	aliens	attack_role	hulk
austria	aliens	defense_role	hulk
austria	aliens	healing_role	hulk
austria	aliens	attack_role	capatain.america
austria	aliens	defense_role	capatain.america
austria	aliens	healing_role	capatain.america
austria	aliens	attack_role	capatain.america
austria	aliens	defense_role	capatain.america
austria	aliens	healing_role	capatain.america
austria	aliens	attack_role	capatain.america
austria	aliens	defense_role	capatain.america
austria	aliens	healing_role	capatain.america
austria	aliens	attack_role	hawkeye
austria	aliens	defense_role	hawkeye
austria	aliens	healing_role	hawkeye
austria	aliens	attack_role	hawkeye
austria	aliens	defense_role	hawkeye
austria	aliens	healing_role	hawkeye
austria	aliens	attack_role	capatain.america
austria	aliens	defense_role	capatain.america
austria	aliens	healing_role	capatain.america
austria	aliens	attack_role	capatain.america
austria	aliens	defense_role	capatain.america
austria	aliens	healing_role	capatain.america
austria	predators	attack_role	iron.man
austria	predators	attack_role	thor
austria	predators	attack_role	wasp
austria	predators	defense_role	wasp
austria	predators	healing_role	wasp
austria	predators	attack_role	ant.man
austria	predators	defense_role	ant.man
austria	predators	healing_role	batman@dc-world.com
austria	predators	attack_role	hulk
austria	predators	defense_role	hulk
austria	predators	healing_role	hulk
austria	predators	attack_role	capatain.america
austria	predators	defense_role	capatain.america
austria	predators	healing_role	capatain.america
austria	predators	attack_role	capatain.america
austria	predators	defense_role	capatain.america
austria	predators	healing_role	capatain.america
austria	predators	attack_role	capatain.america
austria	predators	defense_role	capatain.america
austria	predators	healing_role	capatain.america
austria	predators	attack_role	hawkeye
austria	predators	defense_role	hawkeye
austria	predators	healing_role	hawkeye
austria	predators	attack_role	hawkeye
austria	predators	defense_role	hawkeye
austria	predators	healing_role	hawkeye
austria	predators	attack_role	capatain.america
austria	predators	defense_role	capatain.america
austria	predators	healing_role	capatain.america
austria	predators	attack_role	capatain.america
austria	predators	defense_role	capatain.america
austria	predators	healing_role	capatain.america
austria	dd_monsters	attack_role	iron.man
austria	dd_monsters	attack_role	thor
austria	dd_monsters	attack_role	wasp
austria	dd_monsters	defense_role	wasp
austria	dd_monsters	healing_role	wasp
austria	dd_monsters	attack_role	ant.man
austria	dd_monsters	defense_role	ant.man
austria	dd_monsters	healing_role	batman@dc-world.com
austria	dd_monsters	attack_role	hulk
austria	dd_monsters	defense_role	hulk
austria	dd_monsters	healing_role	hulk
austria	dd_monsters	attack_role	capatain.america
austria	dd_monsters	defense_role	capatain.america
austria	dd_monsters	healing_role	capatain.america
austria	dd_monsters	attack_role	capatain.america
austria	dd_monsters	defense_role	capatain.america
austria	dd_monsters	healing_role	capatain.america
austria	dd_monsters	attack_role	capatain.america
austria	dd_monsters	defense_role	capatain.america
austria	dd_monsters	healing_role	capatain.america
austria	dd_monsters	attack_role	hawkeye
austria	dd_monsters	defense_role	hawkeye
austria	dd_monsters	healing_role	hawkeye
austria	dd_monsters	attack_role	hawkeye
austria	dd_monsters	defense_role	hawkeye
austria	dd_monsters	healing_role	hawkeye
austria	dd_monsters	attack_role	capatain.america
austria	dd_monsters	defense_role	capatain.america
austria	dd_monsters	healing_role	capatain.america
