Country_Code,Invader_Species,Role,Email
albania,d&d_mind_flayer,defense_role,captain.america@avengers.com
albania,d&d_mind_flayer,healing_role,captain.america@avengers.com
albania,d&d_vampire,attack_role,captain.america@avengers.com
albania,d&d_vampire,defense_role,captain.america@avengers.com
albania,d&d_vampire,healing_role,captain.america@avengers.com
albania,d&d_red_dragon,attack_role,captain.america@avengers.com
albania,d&d_red_dragon,defense_role,captain.america@avengers.com
albania,d&d_red_dragon,healing_role,captain.america@avengers.com
albania,d&d_hill_giant,attack_role,hawkeye@avengers.com
albania,d&d_hill_giant,defense_role,hawkeye@avengers.com
albania,d&d_hill_giant,healing_role,hawkeye@avengers.com
albania,d&d_treant,attack_role,hawkeye@avengers.com
albania,d&d_treant,defense_role,hawkeye@avengers.com
albania,d&d_treant,healing_role,hawkeye@avengers.com
albania,d&d_werewolf,attack_role,captain.america@avengers.com
albania,d&d_werewolf,defense_role,captain.america@avengers.com
albania,d&d_werewolf,healing_role,captain.america@avengers.com
albania,d&d_yuan-ti,attack_role,captain.america@avengers.com
albania,d&d_yuan-ti,defense_role,captain.america@avengers.com
albania,d&d_yuan-ti,healing_role,captain.america@avengers.com
algeria,aliens,attack_role,iron.man@avengers.com
algeria,predators,attack_role,thor@avengers.com
algeria,d&d_beholder,attack_role,hercules@avengers.com
algeria,d&d_beholder,defense_role,hercules@avengers.com
algeria,d&d_beholder,healing_role,agent.venom@avengers.com
algeria,d&d_devil,attack_role,ant.man@avengers.com
algeria,d&d_devil,defense_role,ant.man@avengers.com
algeria,d&d_devil,healing_role,batman@dc-world.com
algeria,d&d_lich,attack_role,hulk@avengers.com
algeria,d&d_lich,defense_role,hulk@avengers.com
algeria,d&d_lich,healing_role,hulk@avengers.com
algeria,d&d_mind_flayer,attack_role,hercules@avengers.com
algeria,d&d_mind_flayer,defense_role,hercules@avengers.com
algeria,d&d_mind_flayer,healing_role,havok@avengers.com
algeria,d&d_vampire,attack_role,hercules@avengers.com
algeria,d&d_vampire,defense_role,hercules@avengers.com
algeria,d&d_vampire,healing_role,sunspot@avengers.com
algeria,d&d_red_dragon,attack_role,hercules@avengers.com
algeria,d&d_red_dragon,defense_role,hercules@avengers.com
algeria,d&d_red_dragon,healing_role,smasher@avengers.com
algeria,d&d_hill_giant,attack_role,hawkeye@avengers.com
algeria,d&d_hill_giant,defense_role,hawkeye@avengers.com
algeria,d&d_hill_giant,healing_role,hawkeye@avengers.com
algeria,d&d_treant,attack_role,hawkeye@avengers.com
algeria,d&d_treant,defense_role,hawkeye@avengers.com
algeria,d&d_treant,healing_role,hawkeye@avengers.com
algeria,d&d_werewolf,attack_role,hercules@avengers.com
algeria,d&d_werewolf,defense_role,hercules@avengers.com
algeria,d&d_werewolf,healing_role,rogue@avengers.com
algeria,d&d_yuan-ti,attack_role,hercules@avengers.com
algeria,d&d_yuan-ti,defense_role,hercules@avengers.com
algeria,d&d_yuan-ti,healing_role,abyss@avengers.com
andorra,aliens,attack_role,iron.man@avengers.com
andorra,predators,attack_role,thor@avengers.com
andorra,d&d_beholder,attack_role,wasp@avengers.com
andorra,d&d_beholder,defense_role,wasp@avengers.com
andorra,d&d_beholder,healing_role,wasp@avengers.com
andorra,d&d_devil,attack_role,ant.man@avengers.com
andorra,d&d_devil,defense_role,ant.man@avengers.com
andorra,d&d_devil,healing_role,batman@dc-world.com
andorra,d&d_lich,attack_role,hulk@avengers.com
andorra,d&d_lich,defense_role,hulk@avengers.com
andorra,d&d_lich,healing_role,hulk@avengers.com
andorra,d&d_mind_flayer,attack_role,captain.america@avengers.com
andorra,d&d_mind_flayer,defense_role,captain.america@avengers.com
andorra,d&d_mind_flayer,healing_role,captain.america@avengers.com
andorra,d&d_vampire,attack_role,captain.america@avengers.com
andorra,d&d_vampire,defense_role,captain.america@avengers.com
andorra,d&d_vampire,healing_role,captain.america@avengers.com
andorra,d&d_red_dragon,attack_role,captain.america@avengers.com
andorra,d&d_red_dragon,defense_role,captain.america@avengers.com
andorra,d&d_red_dragon,healing_role,captain.america@avengers.com
andorra,d&d_hill_giant,attack_role,hawkeye@avengers.com
andorra,d&d_hill_giant,defense_role,hawkeye@avengers.com
andorra,d&d_hill_giant,healing_role,hawkeye@avengers.com
andorra,d&d_treant,attack_role,hawkeye@avengers.com
andorra,d&d_treant,defense_role,hawkeye@avengers.com
andorra,d&d_treant,healing_role,hawkeye@avengers.com
andorra,d&d_werewolf,attack_role,captain.america@avengers.com
andorra,d&d_werewolf,defense_role,captain.america@avengers.com
andorra,d&d_werewolf,healing_role,captain.america@avengers.com
andorra,d&d_yuan-ti,attack_role,captain.america@avengers.com
andorra,d&d_yuan-ti,defense_role,captain.america@avengers.com
andorra,d&d_yuan-ti,healing_role,captain.america@avengers.com
angola,aliens,attack_role,iron.man@avengers.com
angola,predators,attack_role,thor@avengers.com
angola,d&d_beholder,attack_role,hercules@avengers.com
angola,d&d_beholder,defense_role,hercules@avengers.com
angola,d&d_beholder,healing_role,agent.venom@avengers.com
angola,d&d_devil,attack_role,ant.man@avengers.com
angola,d&d_devil,defense_role,ant.man@avengers.com
angola,d&d_devil,healing_role,batman@dc-world.com
angola,d&d_lich,attack_role,hulk@avengers.com
angola,d&d_lich,defense_role,hulk@avengers.com
angola,d&d_lich,healing_role,hulk@avengers.com
angola,d&d_mind_flayer,attack_role,hercules@avengers.com
angola,d&d_mind_flayer,defense_role,hercules@avengers.com
angola,d&d_mind_flayer,healing_role,havok@avengers.com
angola,d&d_vampire,attack_role,hercules@avengers.com
angola,d&d_vampire,defense_role,hercules@avengers.com
angola,d&d_vampire,healing_role,sunspot@avengers.com
angola,d&d_red_dragon,attack_role,hercules@avengers.com
angola,d&d_red_dragon,defense_role,hercules@avengers.com
angola,d&d_red_dragon,healing_role,smasher@avengers.com
angola,d&d_hill_giant,attack_role,hawkeye@avengers.com
angola,d&d_hill_giant,defense_role,hawkeye@avengers.com
angola,d&d_hill_giant,healing_role,hawkeye@avengers.com
angola,d&d_treant,attack_role,hawkeye@avengers.com
angola,d&d_treant,defense_role,hawkeye@avengers.com
angola,d&d_treant,healing_role,hawkeye@avengers.com
angola,d&d_werewolf,attack_role,hercules@avengers.com
angola,d&d_werewolf,defense_role,hercules@avengers.com
angola,d&d_werewolf,healing_role,rogue@avengers.com
angola,d&d_yuan-ti,attack_role,hercules@avengers.com
angola,d&d_yuan-ti,defense_role,hercules@avengers.com
angola,d&d_yuan-ti,healing_role,abyss@avengers.com
argentina,aliens,attack_role,nova@avengers.com
argentina,predators,attack_role,nova@avengers.com
argentina,d&d_beholder,attack_role,nova@avengers.com
argentina,d&d_beholder,defense_role,nova@avengers.com
argentina,d&d_beholder,healing_role,agent.venom@avengers.com
argentina,d&d_devil,attack_role,nova@avengers.com
argentina,d&d_devil,defense_role,nova@avengers.com
argentina,d&d_devil,healing_role,batman@dc-world.com
argentina,d&d_lich,attack_role,nova@avengers.com
argentina,d&d_lich,defense_role,nova@avengers.com
argentina,d&d_lich,healing_role,hulk@avengers.com
argentina,d&d_mind_flayer,attack_role,nova@avengers.com
argentina,d&d_mind_flayer,defense_role,nova@avengers.com
argentina,d&d_mind_flayer,healing_role,havok@avengers.com
argentina,d&d_vampire,attack_role,nova@avengers.com
argentina,d&d_vampire,defense_role,nova@avengers.com
argentina,d&d_vampire,healing_role,sunspot@avengers.com
argentina,d&d_red_dragon,attack_role,nova@avengers.com
argentina,d&d_red_dragon,defense_role,nova@avengers.com
argentina,d&d_red_dragon,healing_role,smasher@avengers.com
argentina,d&d_hill_giant,attack_role,nova@avengers.com
argentina,d&d_hill_giant,defense_role,nova@avengers.com
argentina,d&d_hill_giant,healing_role,hawkeye@avengers.com
argentina,d&d_treant,attack_role,nova@avengers.com
argentina,d&d_treant,defense_role,nova@avengers.com
argentina,d&d_treant,healing_role,hawkeye@avengers.com
argentina,d&d_werewolf,attack_role,nova@avengers.com
argentina,d&d_werewolf,defense_role,nova@avengers.com
argentina,d&d_werewolf,healing_role,rogue@avengers.com
argentina,d&d_yuan-ti,attack_role,nova@avengers.com
argentina,d&d_yuan-ti,defense_role,nova@avengers.com
argentina,d&d_yuan-ti,healing_role,abyss@avengers.com
australia,aliens,attack_role,iron.man@avengers.com
australia,predators,attack_role,thor@avengers.com
australia,d&d_beholder,attack_role,hercules@avengers.com
australia,d&d_beholder,defense_role,hercules@avengers.com
australia,d&d_beholder,healing_role,agent.venom@avengers.com
australia,d&d_devil,attack_role,ant.man@avengers.com
australia,d&d_devil,defense_role,ant.man@avengers.com
australia,d&d_devil,healing_role,batman@dc-world.com
australia,d&d_lich,attack_role,hulk@avengers.com
australia,d&d_lich,defense_role,hulk@avengers.com
australia,d&d_lich,healing_role,hulk@avengers.com
australia,d&d_mind_flayer,attack_role,hercules@avengers.com
australia,d&d_mind_flayer,defense_role,hercules@avengers.com
australia,d&d_mind_flayer,healing_role,havok@avengers.com
australia,d&d_vampire,attack_role,hercules@avengers.com
australia,d&d_vampire,defense_role,hercules@avengers.com
australia,d&d_vampire,healing_role,sunspot@avengers.com
australia,d&d_red_dragon,attack_role,hercules@avengers.com
australia,d&d_red_dragon,defense_role,hercules@avengers.com
australia,d&d_red_dragon,healing_role,smasher@avengers.com
australia,d&d_hill_giant,attack_role,hawkeye@avengers.com
australia,d&d_hill_giant,defense_role,hawkeye@avengers.com
australia,d&d_hill_giant,healing_role,hawkeye@avengers.com
australia,d&d_treant,attack_role,hawkeye@avengers.com
australia,d&d_treant,defense_role,hawkeye@avengers.com
australia,d&d_treant,healing_role,hawkeye@avengers.com
australia,d&d_werewolf,attack_role,hercules@avengers.com
australia,d&d_werewolf,defense_role,hercules@avengers.com
australia,d&d_werewolf,healing_role,rogue@avengers.com
australia,d&d_yuan-ti,attack_role,hercules@avengers.com
australia,d&d_yuan-ti,defense_role,hercules@avengers.com
australia,d&d_yuan-ti,healing_role,abyss@avengers.com
austria,aliens,attack_role,iron.man@avengers.com
austria,predators,attack_role,thor@avengers.com
austria,d&d_beholder,attack_role,wasp@avengers.com
austria,d&d_beholder,defense_role,wasp@avengers.com
austria,d&d_beholder,healing_role,wasp@avengers.com
austria,d&d_devil,attack_role,ant.man@avengers.com
austria,d&d_devil,defense_role,ant.man@avengers.com
austria,d&d_devil,healing_role,batman@dc-world.com
austria,d&d_lich,attack_role,hulk@avengers.com
austria,d&d_lich,defense_role,hulk@avengers.com
austria,d&d_lich,healing_role,hulk@avengers.com
austria,d&d_mind_flayer,attack_role,captain.america@avengers.com
austria,d&d_mind_flayer,defense_role,captain.america@avengers.com
austria,d&d_mind_flayer,healing_role,captain.america@avengers.com
austria,d&d_vampire,attack_role,captain.america@avengers.com
austria,d&d_vampire,defense_role,captain.america@avengers.com
austria,d&d_vampire,healing_role,captain.america@avengers.com
austria,d&d_red_dragon,attack_role,captain.america@avengers.com
austria,d&d_red_dragon,defense_role,captain.america@avengers.com
austria,d&d_red_dragon,healing_role,captain.america@avengers.com
austria,d&d_hill_giant,attack_role,hawkeye@avengers.com
austria,d&d_hill_giant,defense_role,hawkeye@avengers.com
austria,d&d_hill_giant,healing_role,hawkeye@avengers.com
austria,d&d_treant,attack_role,hawkeye@avengers.com
austria,d&d_treant,defense_role,hawkeye@avengers.com
austria,d&d_treant,healing_role,hawkeye@avengers.com
austria,d&d_werewolf,attack_role,captain.america@avengers.com
austria,d&d_werewolf,defense_role,captain.america@avengers.com
austria,d&d_werewolf,healing_role,captain.america@avengers.com
austria,d&d_yuan-ti,attack_role,captain.america@avengers.com
austria,d&d_yuan-ti,defense_role,captain.america@avengers.com
austria,d&d_yuan-ti,healing_role,captain.america@avengers.com
bahrain,aliens,attack_role,valkyrie@avengers.com
bahrain,predators,attack_role,valkyrie@avengers.com
bahrain,d&d_beholder,attack_role,valkyrie@avengers.com
bahrain,d&d_beholder,defense_role,valkyrie@avengers.com
bahrain,d&d_beholder,healing_role,agent.venom@avengers.com
bahrain,d&d_devil,attack_role,valkyrie@avengers.com
bahrain,d&d_devil,defense_role,valkyrie@avengers.com
bahrain,d&d_devil,healing_role,batman@dc-world.com
bahrain,d&d_lich,attack_role,valkyrie@avengers.com
bahrain,d&d_lich,defense_role,valkyrie@avengers.com
bahrain,d&d_lich,healing_role,hulk@avengers.com
bahrain,d&d_mind_flayer,attack_role,valkyrie@avengers.com
bahrain,d&d_mind_flayer,defense_role,valkyrie@avengers.com
bahrain,d&d_mind_flayer,healing_role,havok@avengers.com
bahrain,d&d_vampire,attack_role,valkyrie@avengers.com
bahrain,d&d_vampire,defense_role,valkyrie@avengers.com
bahrain,d&d_vampire,healing_role,sunspot@avengers.com
bahrain,d&d_red_dragon,attack_role,valkyrie@avengers.com
bahrain,d&d_red_dragon,defense_role,valkyrie@avengers.com
bahrain,d&d_red_dragon,healing_role,smasher@avengers.com
bahrain,d&d_hill_giant,attack_role,valkyrie@avengers.com
bahrain,d&d_hill_giant,defense_role,valkyrie@avengers.com
bahrain,d&d_hill_giant,healing_role,hawkeye@avengers.com
bahrain,d&d_treant,attack_role,valkyrie@avengers.com
bahrain,d&d_treant,defense_role,valkyrie@avengers.com
bahrain,d&d_treant,healing_role,hawkeye@avengers.com
bahrain,d&d_werewolf,attack_role,valkyrie@avengers.com
bahrain,d&d_werewolf,defense_role,valkyrie@avengers.com
bahrain,d&d_werewolf,healing_role,rogue@avengers.com
bahrain,d&d_yuan-ti,attack_role,valkyrie@avengers.com
bahrain,d&d_yuan-ti,defense_role,valkyrie@avengers.com
bahrain,d&d_yuan-ti,healing_role,abyss@avengers.com
bangladesh,aliens,attack_role,stature@avengers.com
bangladesh,predators,attack_role,stature@avengers.com
bangladesh,d&d_beholder,attack_role,stature@avengers.com
bangladesh,d&d_beholder,defense_role,stature@avengers.com
bangladesh,d&d_beholder,healing_role,agent.venom@avengers.com
bangladesh,d&d_devil,attack_role,stature@avengers.com
bangladesh,d&d_devil,defense_role,stature@avengers.com
bangladesh,d&d_devil,healing_role,batman@dc-world.com
bangladesh,d&d_lich,attack_role,stature@avengers.com
bangladesh,d&d_lich,defense_role,stature@avengers.com
bangladesh,d&d_lich,healing_role,hulk@avengers.com
bangladesh,d&d_mind_flayer,attack_role,stature@avengers.com
bangladesh,d&d_mind_flayer,defense_role,stature@avengers.com
bangladesh,d&d_mind_flayer,healing_role,havok@avengers.com
bangladesh,d&d_vampire,attack_role,stature@avengers.com
bangladesh,d&d_vampire,defense_role,stature@avengers.com
bangladesh,d&d_vampire,healing_role,sunspot@avengers.com
bangladesh,d&d_red_dragon,attack_role,stature@avengers.com
bangladesh,d&d_red_dragon,defense_role,stature@avengers.com
bangladesh,d&d_red_dragon,healing_role,smasher@avengers.com
bangladesh,d&d_hill_giant,attack_role,stature@avengers.com
bangladesh,d&d_hill_giant,defense_role,stature@avengers.com
bangladesh,d&d_hill_giant,healing_role,hawkeye@avengers.com
bangladesh,d&d_treant,attack_role,stature@avengers.com
bangladesh,d&d_treant,defense_role,stature@avengers.com
bangladesh,d&d_treant,healing_role,hawkeye@avengers.com
bangladesh,d&d_werewolf,attack_role,stature@avengers.com
bangladesh,d&d_werewolf,defense_role,stature@avengers.com
bangladesh,d&d_werewolf,healing_role,rogue@avengers.com
bangladesh,d&d_yuan-ti,attack_role,stature@avengers.com
bangladesh,d&d_yuan-ti,defense_role,stature@avengers.com
bangladesh,d&d_yuan-ti,healing_role,abyss@avengers.com
belgium,aliens,attack_role,iron.man@avengers.com
belgium,predators,attack_role,thor@avengers.com
belgium,d&d_beholder,attack_role,wasp@avengers.com
belgium,d&d_beholder,defense_role,wasp@avengers.com
belgium,d&d_beholder,healing_role,wasp@avengers.com
belgium,d&d_devil,attack_role,ant.man@avengers.com
belgium,d&d_devil,defense_role,ant.man@avengers.com
belgium,d&d_devil,healing_role,batman@dc-world.com
belgium,d&d_lich,attack_role,hulk@avengers.com
belgium,d&d_lich,defense_role,hulk@avengers.com
belgium,d&d_lich,healing_role,hulk@avengers.com
belgium,d&d_mind_flayer,attack_role,captain.america@avengers.com
belgium,d&d_mind_flayer,defense_role,captain.america@avengers.com
belgium,d&d_mind_flayer,healing_role,captain.america@avengers.com
belgium,d&d_vampire,attack_role,captain.america@avengers.com
belgium,d&d_vampire,defense_role,captain.america@avengers.com
belgium,d&d_vampire,healing_role,captain.america@avengers.com
belgium,d&d_red_dragon,attack_role,captain.america@avengers.com
belgium,d&d_red_dragon,defense_role,captain.america@avengers.com
belgium,d&d_red_dragon,healing_role,captain.america@avengers.com
belgium,d&d_hill_giant,attack_role,hawkeye@avengers.com
belgium,d&d_hill_giant,defense_role,hawkeye@avengers.com
belgium,d&d_hill_giant,healing_role,hawkeye@avengers.com
belgium,d&d_treant,attack_role,hawkeye@avengers.com
belgium,d&d_treant,defense_role,hawkeye@avengers.com
belgium,d&d_treant,healing_role,hawkeye@avengers.com
belgium,d&d_werewolf,attack_role,captain.america@avengers.com
belgium,d&d_werewolf,defense_role,captain.america@avengers.com
belgium,d&d_werewolf,healing_role,captain.america@avengers.com
belgium,d&d_yuan-ti,attack_role,captain.america@avengers.com
belgium,d&d_yuan-ti,defense_role,captain.america@avengers.com
belgium,d&d_yuan-ti,healing_role,captain.america@avengers.com
belize,aliens,attack_role,star.brand@avengers.com
belize,predators,attack_role,star.brand@avengers.com
belize,d&d_beholder,attack_role,star.brand@avengers.com
belize,d&d_beholder,defense_role,star.brand@avengers.com
belize,d&d_beholder,healing_role,agent.venom@avengers.com
belize,d&d_devil,attack_role,shang-chi@avengers.com
belize,d&d_devil,defense_role,shang-chi@avengers.com
belize,d&d_devil,healing_role,batman@dc-world.com
belize,d&d_lich,attack_role,sentry@avengers.com
belize,d&d_lich,defense_role,sentry@avengers.com
belize,d&d_lich,healing_role,hulk@avengers.com
belize,d&d_mind_flayer,attack_role,star.brand@avengers.com
belize,d&d_mind_flayer,defense_role,star.brand@avengers.com
belize,d&d_mind_flayer,healing_role,havok@avengers.com
belize,d&d_vampire,attack_role,star.brand@avengers.com
belize,d&d_vampire,defense_role,star.brand@avengers.com
belize,d&d_vampire,healing_role,sunspot@avengers.com
belize,d&d_red_dragon,attack_role,star.brand@avengers.com
belize,d&d_red_dragon,defense_role,star.brand@avengers.com
belize,d&d_red_dragon,healing_role,smasher@avengers.com
belize,d&d_hill_giant,attack_role,wolverine@avengers.com
belize,d&d_hill_giant,defense_role,wolverine@avengers.com
belize,d&d_hill_giant,healing_role,hawkeye@avengers.com
belize,d&d_treant,attack_role,wolverine@avengers.com
belize,d&d_treant,defense_role,wolverine@avengers.com
belize,d&d_treant,healing_role,hawkeye@avengers.com
belize,d&d_werewolf,attack_role,star.brand@avengers.com
belize,d&d_werewolf,defense_role,star.brand@avengers.com
belize,d&d_werewolf,healing_role,rogue@avengers.com
belize,d&d_yuan-ti,attack_role,star.brand@avengers.com
belize,d&d_yuan-ti,defense_role,star.brand@avengers.com
belize,d&d_yuan-ti,healing_role,abyss@avengers.com
bermuda,aliens,attack_role,star.brand@avengers.com
bermuda,predators,attack_role,star.brand@avengers.com
bermuda,d&d_beholder,attack_role,star.brand@avengers.com
bermuda,d&d_beholder,defense_role,star.brand@avengers.com
bermuda,d&d_beholder,healing_role,agent.venom@avengers.com
bermuda,d&d_devil,attack_role,shang-chi@avengers.com
bermuda,d&d_devil,defense_role,shang-chi@avengers.com
bermuda,d&d_devil,healing_role,batman@dc-world.com
bermuda,d&d_lich,attack_role,sentry@avengers.com
bermuda,d&d_lich,defense_role,sentry@avengers.com
bermuda,d&d_lich,healing_role,hulk@avengers.com
bermuda,d&d_mind_flayer,attack_role,star.brand@avengers.com
bermuda,d&d_mind_flayer,defense_role,star.brand@avengers.com
bermuda,d&d_mind_flayer,healing_role,havok@avengers.com
bermuda,d&d_vampire,attack_role,star.brand@avengers.com
bermuda,d&d_vampire,defense_role,star.brand@avengers.com
bermuda,d&d_vampire,healing_role,sunspot@avengers.com
bermuda,d&d_red_dragon,attack_role,star.brand@avengers.com
bermuda,d&d_red_dragon,defense_role,star.brand@avengers.com
bermuda,d&d_red_dragon,healing_role,smasher@avengers.com
bermuda,d&d_hill_giant,attack_role,wolverine@avengers.com
bermuda,d&d_hill_giant,defense_role,wolverine@avengers.com
bermuda,d&d_hill_giant,healing_role,hawkeye@avengers.com
bermuda,d&d_treant,attack_role,wolverine@avengers.com
bermuda,d&d_treant,defense_role,wolverine@avengers.com
bermuda,d&d_treant,healing_role,hawkeye@avengers.com
bermuda,d&d_werewolf,attack_role,star.brand@avengers.com
bermuda,d&d_werewolf,defense_role,star.brand@avengers.com
bermuda,d&d_werewolf,healing_role,rogue@avengers.com
bermuda,d&d_yuan-ti,attack_role,star.brand@avengers.com
bermuda,d&d_yuan-ti,defense_role,star.brand@avengers.com
bermuda,d&d_yuan-ti,healing_role,abyss@avengers.com
bhutan,aliens,attack_role,iron.man@avengers.com
bhutan,predators,attack_role,thor@avengers.com
bhutan,d&d_beholder,attack_role,hercules@avengers.com
bhutan,d&d_beholder,defense_role,hercules@avengers.com
bhutan,d&d_beholder,healing_role,agent.venom@avengers.com
bhutan,d&d_devil,attack_role,ant.man@avengers.com
bhutan,d&d_devil,defense_role,ant.man@avengers.com
bhutan,d&d_devil,healing_role,batman@dc-world.com
bhutan,d&d_lich,attack_role,hulk@avengers.com
bhutan,d&d_lich,defense_role,hulk@avengers.com
bhutan,d&d_lich,healing_role,hulk@avengers.com
bhutan,d&d_mind_flayer,attack_role,hercules@avengers.com
bhutan,d&d_mind_flayer,defense_role,hercules@avengers.com
bhutan,d&d_mind_flayer,healing_role,havok@avengers.com
bhutan,d&d_vampire,attack_role,hercules@avengers.com
bhutan,d&d_vampire,defense_role,hercules@avengers.com
bhutan,d&d_vampire,healing_role,sunspot@avengers.com
bhutan,d&d_red_dragon,attack_role,hercules@avengers.com
bhutan,d&d_red_dragon,defense_role,hercules@avengers.com
bhutan,d&d_red_dragon,healing_role,smasher@avengers.com
bhutan,d&d_hill_giant,attack_role,hawkeye@avengers.com
bhutan,d&d_hill_giant,defense_role,hawkeye@avengers.com
bhutan,d&d_hill_giant,healing_role,hawkeye@avengers.com
bhutan,d&d_treant,attack_role,hawkeye@avengers.com
bhutan,d&d_treant,defense_role,hawkeye@avengers.com
bhutan,d&d_treant,healing_role,hawkeye@avengers.com
bhutan,d&d_werewolf,attack_role,hercules@avengers.com
bhutan,d&d_werewolf,defense_role,hercules@avengers.com
bhutan,d&d_werewolf,healing_role,rogue@avengers.com
bhutan,d&d_yuan-ti,attack_role,hercules@avengers.com
bhutan,d&d_yuan-ti,defense_role,hercules@avengers.com
bhutan,d&d_yuan-ti,healing_role,abyss@avengers.com
bolivia,aliens,attack_role,vision@avengers.com
bolivia,predators,attack_role,vision@avengers.com
bolivia,d&d_beholder,attack_role,vision@avengers.com
bolivia,d&d_beholder,defense_role,vision@avengers.com
bolivia,d&d_beholder,healing_role,agent.venom@avengers.com
bolivia,d&d_devil,attack_role,vision@avengers.com
bolivia,d&d_devil,defense_role,vision@avengers.com
bolivia,d&d_devil,healing_role,batman@dc-world.com
bolivia,d&d_lich,attack_role,vision@avengers.com
bolivia,d&d_lich,defense_role,vision@avengers.com
bolivia,d&d_lich,healing_role,hulk@avengers.com
bolivia,d&d_mind_flayer,attack_role,vision@avengers.com
bolivia,d&d_mind_flayer,defense_role,vision@avengers.com
bolivia,d&d_mind_flayer,healing_role,havok@avengers.com
bolivia,d&d_vampire,attack_role,vision@avengers.com
bolivia,d&d_vampire,defense_role,vision@avengers.com
bolivia,d&d_vampire,healing_role,sunspot@avengers.com
bolivia,d&d_red_dragon,attack_role,vision@avengers.com
bolivia,d&d_red_dragon,defense_role,vision@avengers.com
bolivia,d&d_red_dragon,healing_role,smasher@avengers.com
bolivia,d&d_hill_giant,attack_role,vision@avengers.com
bolivia,d&d_hill_giant,defense_role,vision@avengers.com
bolivia,d&d_hill_giant,healing_role,hawkeye@avengers.com
bolivia,d&d_treant,attack_role,vision@avengers.com
bolivia,d&d_treant,defense_role,vision@avengers.com
bolivia,d&d_treant,healing_role,hawkeye@avengers.com
bolivia,d&d_werewolf,attack_role,vision@avengers.com
bolivia,d&d_werewolf,defense_role,vision@avengers.com
bolivia,d&d_werewolf,healing_role,rogue@avengers.com
bolivia,d&d_yuan-ti,attack_role,vision@avengers.com
bolivia,d&d_yuan-ti,defense_role,vision@avengers.com
bolivia,d&d_yuan-ti,healing_role,abyss@avengers.com
bosnia_and_herzegovina,aliens,attack_role,iron.man@avengers.com
bosnia_and_herzegovina,predators,attack_role,thor@avengers.com
bosnia_and_herzegovina,d&d_beholder,attack_role,wasp@avengers.com
bosnia_and_herzegovina,d&d_beholder,defense_role,wasp@avengers.com
bosnia_and_herzegovina,d&d_beholder,healing_role,wasp@avengers.com
bosnia_and_herzegovina,d&d_devil,attack_role,ant.man@avengers.com
bosnia_and_herzegovina,d&d_devil,defense_role,ant.man@avengers.com
bosnia_and_herzegovina,d&d_devil,healing_role,batman@dc-world.com
bosnia_and_herzegovina,d&d_lich,attack_role,hulk@avengers.com
bosnia_and_herzegovina,d&d_lich,defense_role,hulk@avengers.com
bosnia_and_herzegovina,d&d_lich,healing_role,hulk@avengers.com
bosnia_and_herzegovina,d&d_mind_flayer,attack_role,captain.america@avengers.com
